 0.000000	 0.000000
 0.096593	 0.048296
 0.048296	 0.096593
 0.217333	 0.217333
 0.096593	 0.048296
 0.048296	 0.096593
 0.374296	 0.205259
 0.217333	 0.217333
 0.096593	 0.048296
 0.694259	 0.537296
 0.374296	 0.205259
 0.217333	 0.217333
 1.168167	 0.679167
 0.694259	 0.537296
 0.374296	 0.205259
 2.045046	 1.414176
 1.168167	 0.679167
 0.694259	 0.537296
 2.045046	 1.414176
 1.168167	 0.679167
 2.518953	 1.556046
 2.045046	 1.414176
 2.518953	 1.556046
 1.725083	 1.082139
 2.045046	 1.414176
 2.282000	 1.485111
 1.885065	 1.248157
 2.045046	 1.414176
 2.282000	 1.485111
 2.024294	 1.348900
 2.045046	 1.414176
 2.034670	 1.381538
 2.163523	 1.449643
 2.173899	 1.482281
 2.045046	 1.414176
 2.163523	 1.449643
 2.001372	 1.445399
 2.173899	 1.482281
 2.045046	 1.414176
 2.172814	 1.563168
 2.001372	 1.445399
 2.173899	 1.482281
 1.913481	 1.548288
 2.172814	 1.563168
 2.001372	 1.445399
 2.126699	 1.776386
 1.913481	 1.548288
 2.172814	 1.563168
 2.126699	 1.776386
 1.913481	 1.548288
 1.867366	 1.761506
 2.164136	 2.210263
 2.126699	 1.776386
 1.867366	 1.761506
 2.164136	 2.210263
 2.126699	 1.776386
 2.423469	 2.225143
 2.164136	 2.210263
 2.423469	 2.225143
 2.460906	 2.659020
 2.090625	 2.853638
 2.164136	 2.210263
 2.460906	 2.659020
 2.090625	 2.853638
 2.164136	 2.210263
 1.793855	 2.404881
 2.090625	 2.853638
 1.793855	 2.404881
 2.053188	 2.419761
 2.090625	 2.853638
 2.071906	 2.636699
 1.942240	 2.629259
 1.942240	 2.629259
 2.007073	 2.632979
 2.016432	 2.741448
 2.016432	 2.741448
 2.007073	 2.632979
 2.081265	 2.745168
 2.016432	 2.741448
 2.048849	 2.743308
 2.011752	 2.687214
 2.016432	 2.741448
 2.032640	 2.742378
 2.014092	 2.714331
 2.016432	 2.741448
 2.032640	 2.742378
 2.019314	 2.728122
 2.016432	 2.741448
 2.019314	 2.728122
 2.003106	 2.727192
 1.990678	 2.746716
 2.016432	 2.741448
 2.003106	 2.727192
 2.004005	 2.760973
 1.990678	 2.746716
 2.016432	 2.741448
 2.004005	 2.760973
 1.997342	 2.753844
 2.010218	 2.751210
 1.997342	 2.753844
 2.004005	 2.760973
 2.005446	 2.754309
 1.997342	 2.753844
 2.004005	 2.760973
 1.995900	 2.760507
 1.997342	 2.753844
 1.996621	 2.757176
 2.000673	 2.757408
 2.000673	 2.757408
 1.997342	 2.753844
 2.001394	 2.754077
